Actinobacillus,Actinomyces,Atopobium,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Fusobacterium,Gemella,Granulicatella,Haemophilus,Leptotrichia,Megasphaera,Mogibacterium,Moryella,Neisseria,Oribacterium,Parvimonas,Peptostreptococcus,Porphyromonas,Prevotella,Rothia,Selenomonas,Streptococcus,Tannerella,Veillonella,Abiotrophia,Aggregatibacter,Bifidobacterium,Butyrivibrio,Cardiobacterium,Corynebacterium,Dialister,Lautropia,Paludibacter,Scardovia,Sharpea,Staphylococcus,Bacteroides,Janthinobacterium,Klebsiella,Pyramidobacter,Treponema,Filifactor,Moraxella,Achromobacter,Eikenella,Mycoplasma,Pseudomonas,Schwartzia,Acinetobacter,Leuconostoc,Propionibacterium,Burkholderia,Lactobacillus,Chryseobacterium,Kingella,Nocardia,Alloscardovia,Enterococcus,Proteus,Nesterenkonia,Tetrasphaera,Peptococcus,TG5,Odoribacter,Geobacillus,Mycobacterium,Stenotrophomonas,Trabulsiella,Bacillus,Lactococcus,Pediococcus,Pseudoramibacter_Eubacterium,Serratia,Slackia,Peptoniphilus,Agrobacterium,Elizabethkingia,Sphaerochaeta,Sphingomonas,Mobiluncus,Bilophila,Enhydrobacter,Alloiococcus,Desulfovibrio,Avibacterium,Trichococcus,SHD-231,Anaerovorax,Morganella,Rhodococcus,Micrococcus,Phycicoccus,Dermabacter,Finegoldia,Sneathia,Desulfobulbus,Streptomyces,Halomonas,Shewanella,Dermacoccus,Actinobaculum,Microbacterium,BE24,Cellulomonas,Streptobacillus,Anaerococcus,Bradyrhizobium,Roseomonas,Afipia,Gluconacetobacter,Pasteurella,Gardnerella,Comamonas,Erwinia,Sphingobacterium,Wautersiella,Deinococcus,Gordonia,Kurthia,Propionivibrio,Vagococcus,Brevibacterium,Brochothrix,Acholeplasma,Anoxybacillus,Candidatus_Tammella,Novosphingobium,Sphingobium,Syntrophomonas,Plesiomonas,Cryocola,Ralstonia
2.326122,1.163061,0.046522,0.046522,0.18609,0.093045,0.069784,0.883926,0,0,17.073738,0.535008,0.023261,0.023261,0.023261,19.027681,0.162829,0.069784,0.023261,1.535241,2.814608,17.166783,0.139567,7.79251,0.116306,0.883926,0.674575,0,0,0.023261,0,0.093045,0.116306,0.395441,0.023261,0.023261,0,0,0.023261,0,0,0,0.18609,0.162829,25.680391,0,0,0,0,0.069784,0,0,0,0,0.209351,0,0,0,0,0,0,0,0,0.046522,0.023261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.042507,0.492989,0.131464,0.175285,10.889571,0.054777,0.262927,0,0,0.109553,6.321209,0.054777,0.010955,0.142419,0.142419,0.098598,0.142419,0.076687,0.109553,5.324277,0.37248,0.668273,1.4461,0.55872,2.70596,0.416301,0,0.010955,0,0.153374,0.219106,0.032866,0.054777,0.043821,0,0,0.043821,0,0,0,0,0,0,0,0.273883,0.010955,0.032866,64.13234,0.010955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219106,0,0,0,0,0,0,0,0.010955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.374332,18.994652,0,0,0,0,0,0,0,0,0,0,16.855615,0,57.775401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.313589,3.728223,0,0,0,0.905923,0,0.10453,7.351916,1.219512,0.487805,0.557491,0,0,0,0.069686,0,0,0,0.487805,0.383275,1.254355,0.069686,12.891986,0,0.243902,0,0.174216,0,0,0.069686,0.069686,0,0,0,0,0,0,0,0,14.006969,0,0,0,0,0.174216,0,0,54.146341,0,0,0,0,0,0.452962,0,0.418118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.137714,4.210112,0.118041,0.196734,0.05902,0.413142,0.039347,0.865631,9.246508,0,6.78733,0.491836,0,0.039347,0.078694,12.866417,0.177061,0.05902,0.039347,0.786937,1.377139,23.372024,0.039347,17.214244,0,1.711588,0,0.118041,0,0,0.039347,0.078694,0,1.219752,0,0,0,0,0,0,0,0,0,0,0,0.491836,0,0,0.236081,0,0,0,0,0,0,0,0,0,0,0,17.489671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.584911,0.607516,0.056513,0.395592,0.127155,0,0.211924,0.08477,0.113026,0.08477,6.17406,0.607516,0.211924,2.698502,1.412828,0.551003,0.113026,0,0.014128,11.175473,21.686917,1.737779,4.959028,0,17.928793,0.649901,0,5.255722,0.028257,0,0,0,0.226053,0,0,0,0,0,0,0,0,0,0,1.328059,0.324951,0,0,0.664029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.143451,6.340956,0,0.10395,0,1.455301,0,0.2079,12.993763,0,1.871102,0.727651,0,0,0,0.935551,0,0,0,0.831601,0.935551,3.014553,0.2079,17.775468,0,0.4158,0,0,0,0,0.10395,0,0,0.10395,0,0,0,0,0,0,31.808732,0,0,0,0,0.623701,0,0,16.320166,0,0,0,0,0,1.351351,0,0.727651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.673238,2.718041,0.059737,0.298686,0.194146,0.537634,0.014934,0.910992,1.538232,0.597372,3.912784,5.376344,0.119474,0.029869,0.044803,38.037634,0.10454,0.014934,0.149343,1.433692,14.187575,5.585424,0.089606,13.799283,0,3.554361,0,2.195341,0,0.029869,0.059737,0,0,0,0,0,0,0,0.029869,0,0.20908,0,0,0,0,0,0,0,1.299283,0,0,0,0,0,0,0,0,0,0,0.179211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.289285,0.104143,0,0.023143,0.023143,0.023143,0.011571,0,0.266142,0.173571,1.469567,0,0,0.023143,0.011571,0.196714,0,0.011571,0,1.307568,10.124971,0.011571,6.908123,0,2.603564,0,0,0,0,0,0,0,0,0,0,0,0,0.023143,0,0.081,0,0.011571,0,0,0.208285,0,0,76.093497,0,0,0,0,0.011571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.769129,6.19195,0.265369,0.265369,0.132685,1.23839,0.044228,0,5.130473,0.353826,0.442282,1.901813,0,0.088456,0.442282,0.044228,0.088456,0,0.044228,0.309598,20.433437,34.453782,0,14.374171,0,6.280407,4.776648,0,0,0.132685,0,0.398054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.488848,3.299725,0.152765,0.091659,0.183318,0.274977,0.030553,0.488848,0,7.638252,22.823098,1.313779,0,0.030553,0.061106,6.507791,0.061106,0,0,1.558203,3.574702,8.677055,0.122212,39.443935,0.030553,2.444241,0,0,0,0,0,0,0,0,0,0,0,0.152765,0,0,0.061106,0,0,0,0,0.091659,0,0,0.183318,0,0,0,0,0,0,0,0,0,0,0.183318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.028986,0.318841,0.028986,0.072464,0.144928,0,0.144928,0.695652,0,1.449275,0.202899,0.028986,0.101449,0.028986,3.333333,0.101449,0.028986,0.188406,0.15942,10.768116,7.869565,0.014493,65.15942,0,4.710145,0,0.072464,0,0,0.028986,0.014493,0,0.072464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115942,0,0.115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.34545,0,0.070813,0.082615,0.354066,0,0.177033,0.708132,0.885165,8.450372,0.424879,0,0.011802,0,21.893072,0,0,0.023604,0.849758,1.156615,10.728195,0.011802,41.201463,0.023604,1.23923,0,0.365868,0,0,0.118022,0.118022,0,0,0.023604,0,0,0,0,0,0,0,0.047209,0.059011,0,0.118022,0,0,9.512569,0,0,0,0,0,0,0,0,0,0.023604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.955812,0.160102,0,0.064041,0.03202,0.03202,0.928594,1.472943,1.088697,35.190522,0.064041,0.160102,0.064041,0.064041,0.320205,0.03202,0,0.03202,0,7.204611,25.680435,0.03202,13.096382,0,8.101185,0,0,0,0,0.03202,0.03202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.838039,7.485349,0.106553,0.399574,0.346297,0.266383,0.319659,3.063399,0,0.559403,5.993607,1.598295,0.053277,0.319659,0.079915,19.952051,0.213106,0.905701,0.186468,3.063399,9.616409,9.589771,0.399574,22.056473,0.213106,4.128929,0.745871,1.06553,0,0.026638,0,0.15983,0.426212,0.239744,0.799148,0,0.053277,0.399574,0,0,0,0,0.905701,0,0,1.092168,0,0.319659,0.372936,0.026638,0,0,0,0.079915,0,0,0,0,0,0,0,0,0,0.079915,0.346297,0,0,0,0,0,0,0,0,0.026638,0,0.026638,0.053277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.110816,9.840426,0.509752,0.288121,0.332447,0.066489,0.088652,0.820035,1.507092,2.149823,3.435284,4.853723,0.376773,0.243794,2.083333,0.99734,0.221631,0.022163,0.243794,0.243794,37.078901,1.662234,0.842199,16.046099,0,15.181738,0,0.199468,0,0.132979,0,0.132979,0,0.066489,0,0,0,0,0,0,0,0,0.022163,0.022163,0,0,0.022163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.095087,6.59271,0.285261,0,0.253566,0,0,0.095087,6.244057,3.359746,2.282092,7.733756,0.412044,0,0,0.031696,0,0,0,0.031696,9.635499,18.320127,0.316957,35.594295,0,8.1458,0,0,0,0,0,0,0,0,0,0,0,0.031696,0,0,0,0,0,0,0,0.095087,0,0,0.44374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.368036,0,0,0,0,0,0,0,0,0,0,10.43107,0,37.718585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.48231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,40.82,0,0,0,0,0,0,0,0,0,0,0,0,59.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.23,26.94,0,0,0,0,0,0,0,0,0,0,6.12,0,60.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.94,33.19,0,0,0,0,0,0,0,0,0,0,12.28,0,49.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,41.27,0,0,0,0,0,0,0,0,0,0,9.33,0,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.238003,0,0,0,0,0,0,1.7323,1.484829,38.928341,0.989886,0,0,0,2.808263,0,0,0,0,0,3.098773,0,22.928771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.801592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.143033,0,0,0,0,0,0,0,7.866831,4.710234,0,0,0,0,4.217016,0,0,0,0,0,19.963009,0,28.64365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.456227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24.6,0,0,0,0,0,0,0,0,0,0,10.58,0,39.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.41543,0,0,0.059347,0,0,0.296736,1.543027,0.356083,35.014837,0.118694,0,0,0,0.118694,0.059347,0.059347,0,0.237389,0.593472,3.026706,0.059347,6.587537,0,1.48368,0,0,0,0,0,0.474777,0,0,0,0,0,0,0,0,8.367953,0,0,0,40.059347,0,0,0,0.356083,0,0,0,0,0,0.059347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.67,0,16.69,0,0,0,0,0,0,0,0,0,0,5.88,0,74.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,52.820959,0,0,0,0,0,0,0,0,0,0,9.707577,0,37.471464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28906,1.969657,0.026617,0.079851,0.159702,0.346021,0,1.197764,5.988821,0.931594,8.410966,0.612191,0,0.026617,0.053234,22.651051,0.053234,0.053234,0.079851,3.886079,2.262443,11.152515,0.026617,29.411765,0.053234,0.771892,0,0.53234,0,0,0.053234,2.102742,0,0.26617,0,0,0,1.889806,0.26617,0,0,0,0.079851,0.133085,0,0.053234,0,0,2.102742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026617,0.026617,0,0,0,0,0,0,0,0,0.026617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.875135,0.409042,0,0.086114,0.215285,0,0.279871,0,5.016146,4.585576,1.205597,0,0.043057,0.021529,19.41873,0.043057,0.021529,0.021529,0.839612,5.360603,12.249731,0.064586,40.947255,0.021529,2.648009,0.990312,0.861141,0,0,0,0.215285,0,0.258342,0,0,0,0,0,0,0,0,0,0,0,0.043057,0,0.043057,0.172228,0,0,0,0,0,0.021529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024888,0.074664,0,0,0,0,0,0,0,2.439024,0.298656,0.074664,0,0,0.024888,6.047785,0.049776,0,0,0,1.11996,1.169736,0,2.015928,0,1.095072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149328,0,0,85.390742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.612269,1.317342,0.019662,0.039324,0.21628,0.766811,0,0.353913,10.322454,10.774676,3.047582,0.707825,0,0.019662,0,39.048368,0.019662,0.058985,0.117971,2.634683,1.907196,9.63429,0.21628,12.288635,0.078647,0.471884,0.609516,0.963429,0,0,0.058985,0.668502,0.039324,0.963429,0.078647,0,0,0.019662,0,0,0,0,0.078647,0,0,0.019662,0,0,0.845458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.722624,0,0.889383,0,0.055586,0,0.055586,0,0,0.333519,0.055586,0,0,0,0,0,0,0,0,2.556976,0.166759,0,23.40189,0,5.002779,0,0,0.889383,0,0,0,0,0,0,0,0,0,0,0,62.256809,0,0,0,0,1.834352,0,0,0.166759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.899743,2.281491,0.032134,0.096401,0.064267,0.674807,0.032134,0.771208,5.398458,1.83162,5.976864,0.642674,0,0,0.032134,27.827764,0.064267,0.096401,0.096401,5.559126,3.245501,13.11054,0.032134,22.268638,0.096401,0.899743,0,0.096401,0,0,0.160668,2.667095,0,0.192802,0,0,0,1.060411,0.128535,0,0.032134,0,0.064267,0.128535,0.032134,0,0,0,3.181234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032134,0,0,0,0,0,0,0.032134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102501,0.246002,0.061501,0.061501,0.041,0.225502,0.0205,0.738007,3.915539,1.476015,2.152522,0.512505,0.082001,0.041,0.041,8.589586,0.041,0.123001,0.082001,2.337023,1.455515,1.00451,0.0205,1.804018,0.0205,0.697007,0,1.312013,0,0,0,0.082001,0.082001,0.123001,0,0,0,0,0,0,68.532185,0,0.061501,0.041,3.259533,0.492005,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.136748,0.07459,0.024863,0,0,0,11.660865,0,0.248633,53.120338,0.062158,0.111885,0.012432,0,0.584286,0.024863,0.982098,0,1.852312,0.870214,1.106415,0.062158,24.477872,0.024863,0.634013,0,0,0.273496,0,0,0.024863,0.07459,0.012432,0,0,0,0,0.136748,0,0,0.024863,0.037295,0.087021,0.223769,0.14918,0.012432,0.024863,1.442069,0.012432,0,0,0,0.012432,1.193436,0,0.198906,0,0.012432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.768924,4.003984,0.039841,0.059761,0.159363,0.378486,0.079681,1.095618,11.075697,3.804781,1.693227,2.011952,0.01992,0.099602,0.059761,30.896414,0.059761,0.179283,0.537849,10.398406,6.593625,7.390438,0.139442,12.131474,0.358566,0.996016,0,0.458167,0,0.01992,0.01992,1.155378,0.039841,0.01992,0.079681,0.01992,0,0,0,0,0.079681,0,0.159363,0.318725,0.199203,0.01992,0,0,0,0,0,0,0,0.039841,0.01992,0,0,0,0,0,0,0,0,0.179283,0.039841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039841,0.059761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.054117,0.303626,0.01786,0.214324,0.053581,0,0.321486,0.053581,0.250045,0.178603,0.392927,0.089302,0.035721,0.089302,0.053581,0.964458,0.071441,0.01786,0.142883,4.000714,26.86194,0.803715,41.525272,0.071441,19.3606,0,0,0,0.01786,0,0.01786,0.01786,0,0,0.053581,0,0,0,0,0,0,0.214324,0,0,0.035721,0,0.142883,0.250045,0.01786,0,0,0,0,0.214324,0,0,0,0,0,0,0,0,0.01786,0.01786,0,0,0,0,0,0,0,0.01786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
